filename,image,cell,488_only_foci,488_total_foci,561_only_foci,561_total_foci,im_n_cells,im_raw_cells,overlap_foci,stains,cell_line,strain,treatment,czi_id
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,1,1,8,8,3,3,1,1,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,4,1,19,19,2,2,1,1,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,5,1,42,42,1,1,2,2,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,5,2,13,14,0,1,2,2,1,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,6,1,6,6,0,0,1,2,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,7,1,8,8,0,0,4,4,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,7,2,5,5,0,0,4,4,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,7,3,10,10,0,0,4,4,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,7,4,16,16,0,0,4,4,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,8,1,22,22,0,0,1,1,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,9,1,10,10,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,9,2,8,8,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,10,1,9,9,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_2_AiryscanProcessing.czi,10,2,10,10,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,2
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,1,1,0,0,74,74,1,1,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,1,0,0,37,37,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,2,2,0,0,27,27,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,3,1,0,0,53,53,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,3,2,0,0,40,40,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,4,1,0,0,42,42,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,4,2,0,0,49,49,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,5,1,0,0,51,51,1,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,6,1,0,0,15,15,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,6,2,0,0,14,14,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,7,1,0,0,12,12,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,7,2,0,0,33,33,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,8,1,0,0,55,55,3,3,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,8,2,0,0,26,26,3,3,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,8,3,0,0,98,98,3,3,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,9,1,0,0,34,34,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,9,2,0,0,68,68,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,10,1,0,0,58,58,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dp62_Torin_10Pos_1_AiryscanProcessing.czi,10,2,0,0,39,39,2,2,0,LC3-p62,HEK,dp62,Torin,1
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,1,1,50,50,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,1,2,37,37,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,1,33,33,0,0,4,5,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,2,24,24,0,0,4,5,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,3,37,37,0,0,4,5,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,2,4,71,71,0,0,4,5,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,3,1,43,43,0,0,2,3,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,3,2,54,54,0,0,2,3,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,4,1,35,35,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,4,2,38,38,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,5,1,73,73,0,0,1,1,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,6,1,77,77,1,1,1,1,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,7,1,78,78,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,7,2,19,19,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,8,1,48,48,0,0,1,1,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,9,1,178,178,0,0,1,2,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_3_AiryscanProcessing.czi,10,1,98,98,0,0,1,1,0,LC3-p62,HEK,dATG7,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,1,1,4,4,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,1,2,12,12,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,1,2,2,1,1,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,2,2,9,9,2,2,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,3,1,7,7,0,0,1,3,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,4,1,10,10,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,4,2,6,6,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,5,1,2,2,2,2,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,5,2,4,4,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,6,1,6,6,0,0,2,3,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,6,2,2,2,0,0,2,3,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,8,1,18,18,2,2,1,3,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,10,1,1,1,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dFIP200_Torin_10Pos_3_AiryscanProcessing.czi,10,2,4,5,0,1,2,2,1,LC3-p62,HEK,dFIP200,Torin,3
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,1,1,44,44,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,1,2,61,61,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,2,1,57,57,0,0,1,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,4,1,51,51,0,0,3,3,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,4,2,48,48,2,2,3,3,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,4,3,182,182,0,0,3,3,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,5,1,64,64,0,0,4,5,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,5,2,55,55,0,0,4,5,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,5,3,149,149,0,0,4,5,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,5,4,15,15,0,0,4,5,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,6,1,219,219,0,0,1,1,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,7,1,40,40,2,2,2,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,7,2,47,47,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,8,1,162,162,0,0,1,1,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,9,1,70,70,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,9,2,57,57,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,10,1,69,69,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,10,2,84,84,0,0,2,2,0,LC3-p62,HEK,dATG7,Torin,4
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,1,1,22,22,5,5,2,2,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,1,2,7,10,1,4,2,2,3,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,2,1,4,4,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,2,2,8,8,1,1,2,2,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,3,1,11,11,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,3,2,5,5,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,5,1,17,17,0,0,3,3,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,5,2,13,13,0,0,3,3,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,5,3,16,16,1,1,3,3,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,6,1,15,15,0,0,1,1,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,7,1,9,9,1,1,2,2,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,7,2,6,6,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,8,1,36,36,0,0,1,2,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,9,1,9,9,1,1,2,3,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,9,2,2,2,0,0,2,3,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,10,1,6,6,0,0,2,3,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_1_AiryscanProcessing.czi,10,2,9,9,1,1,2,3,0,LC3-p62,HEK,dFIP200,Torin,1
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,1,1,10,10,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,1,2,11,11,1,1,2,2,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,1,1,1,0,0,3,4,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,1,0,0,3,4,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,3,14,15,1,2,3,4,1,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,1,18,18,2,2,3,5,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,2,3,3,0,0,3,5,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,3,4,4,0,0,3,5,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,1,11,11,0,0,1,3,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,5,1,3,3,0,0,4,4,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,5,2,7,7,0,0,4,4,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,5,3,4,4,0,0,4,4,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,5,4,9,9,0,0,4,4,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,6,1,15,15,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,6,2,24,24,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,7,1,8,8,1,1,1,1,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,8,1,6,6,1,1,1,1,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,9,1,7,7,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,9,2,13,13,0,0,2,2,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,10,1,2,2,0,0,4,5,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,10,2,27,27,1,1,4,5,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,10,3,8,8,0,0,4,5,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,10,4,7,7,0,0,4,5,0,LC3-p62,HEK,dFIP200,Torin,2
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,1,1,8,8,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,1,2,8,8,1,1,2,2,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,2,1,27,27,1,1,1,2,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,4,1,29,29,2,2,1,2,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,5,1,11,11,2,2,2,2,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,5,2,37,37,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,6,1,10,10,0,0,2,4,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,6,2,25,25,0,0,2,4,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,7,1,26,26,2,2,1,1,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,8,1,234,234,1,1,2,2,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,8,2,106,106,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,9,1,28,30,4,6,1,2,2,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_1_AiryscanProcessing.czi,10,1,7,7,0,0,1,1,0,LC3-p62,HEK,dFIP200,No Torin,1
LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,1,1,8,8,2,2,1,2,0,LC3-p62,HEK,dFIP200,No Torin,3
LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,2,1,6,6,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,3
LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,6,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,3
LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,3,1,4,4,1,1,2,2,0,LC3-p62,HEK,dFIP200,No Torin,3
LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,3,2,5,5,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,3
LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,4,1,6,6,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,3
LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,4,2,8,8,0,0,2,2,0,LC3-p62,HEK,dFIP200,No Torin,3
LC3-p62_HEK_dFIP200_No Torin_10Pos_3_AiryscanProcessing.czi,5,1,40,40,4,4,1,1,0,LC3-p62,HEK,dFIP200,No Torin,3
