488_only_foci,488_total_foci,561_only_foci,561_total_foci,cell,filename,im_n_cells,im_raw_cells,image,overlap_foci,stains,cell_line,parent,treatment,czi_id
74,74,14,14,1,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,2,2,10,0,LC3-p62,dATG7,HEK,Torin,4
100,101,19,20,2,LC3-p62_HEK_dATG7_Torin_10Pos_4_AiryscanProcessing.czi,2,2,10,1,LC3-p62,dATG7,HEK,Torin,4
30,100,25,95,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,1,1,1,70,LC3-p62,dTMEM,HEK,No Torin,1
30,88,50,108,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,1,1,2,58,LC3-p62,dTMEM,HEK,No Torin,1
80,183,45,148,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,1,1,3,103,LC3-p62,dTMEM,HEK,No Torin,1
74,161,62,149,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,1,2,4,87,LC3-p62,dTMEM,HEK,No Torin,1
17,80,147,210,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,1,2,5,63,LC3-p62,dTMEM,HEK,No Torin,1
106,189,67,150,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,1,1,6,83,LC3-p62,dTMEM,HEK,No Torin,1
23,68,15,60,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,1,1,7,45,LC3-p62,dTMEM,HEK,No Torin,1
58,119,73,134,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,8,61,LC3-p62,dTMEM,HEK,No Torin,1
32,83,56,107,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,8,51,LC3-p62,dTMEM,HEK,No Torin,1
16,60,34,78,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,9,44,LC3-p62,dTMEM,HEK,No Torin,1
14,67,34,87,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,9,53,LC3-p62,dTMEM,HEK,No Torin,1
26,98,16,88,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,10,72,LC3-p62,dTMEM,HEK,No Torin,1
26,95,13,82,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_1_AiryscanProcessing.czi,2,2,10,69,LC3-p62,dTMEM,HEK,No Torin,1
42,114,27,99,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,72,LC3-p62,dTMEM,HEK,Torin,2
31,115,28,112,2,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,84,LC3-p62,dTMEM,HEK,Torin,2
38,134,64,160,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,2,2,2,96,LC3-p62,dTMEM,HEK,Torin,2
34,139,63,168,2,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,2,2,2,105,LC3-p62,dTMEM,HEK,Torin,2
87,295,41,249,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,1,1,3,208,LC3-p62,dTMEM,HEK,Torin,2
29,110,24,105,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,3,3,4,81,LC3-p62,dTMEM,HEK,Torin,2
38,133,21,116,2,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,3,3,4,95,LC3-p62,dTMEM,HEK,Torin,2
51,180,53,182,3,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,3,3,4,129,LC3-p62,dTMEM,HEK,Torin,2
42,148,64,170,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,2,2,5,106,LC3-p62,dTMEM,HEK,Torin,2
33,110,36,113,2,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,2,2,5,77,LC3-p62,dTMEM,HEK,Torin,2
25,119,66,160,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,1,1,6,94,LC3-p62,dTMEM,HEK,Torin,2
55,150,180,275,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,1,1,7,95,LC3-p62,dTMEM,HEK,Torin,2
24,83,26,85,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,2,2,8,59,LC3-p62,dTMEM,HEK,Torin,2
40,122,49,131,2,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,2,2,8,82,LC3-p62,dTMEM,HEK,Torin,2
18,85,48,115,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,1,1,9,67,LC3-p62,dTMEM,HEK,Torin,2
59,188,72,201,1,LC3-p62_HEK_dTMEM_Torin_10Pos_2_AiryscanProcessing.czi,1,1,10,129,LC3-p62,dTMEM,HEK,Torin,2
44,44,3,3,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,0,LC3-p62,dATG7,HEK,No Torin,3
118,119,7,8,2,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,1,LC3-p62,dATG7,HEK,No Torin,3
143,144,9,10,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,1,1,2,1,LC3-p62,dATG7,HEK,No Torin,3
72,74,7,9,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,1,1,3,2,LC3-p62,dATG7,HEK,No Torin,3
95,96,3,4,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,1,1,4,1,LC3-p62,dATG7,HEK,No Torin,3
76,76,4,4,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,1,1,5,0,LC3-p62,dATG7,HEK,No Torin,3
59,59,0,0,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,0,LC3-p62,dATG7,HEK,No Torin,3
131,131,3,3,2,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,0,LC3-p62,dATG7,HEK,No Torin,3
122,122,0,0,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,7,0,LC3-p62,dATG7,HEK,No Torin,3
48,48,1,1,2,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,7,0,LC3-p62,dATG7,HEK,No Torin,3
179,181,23,25,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,1,1,8,2,LC3-p62,dATG7,HEK,No Torin,3
71,72,4,5,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,2,4,9,1,LC3-p62,dATG7,HEK,No Torin,3
101,102,22,23,2,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,2,4,9,1,LC3-p62,dATG7,HEK,No Torin,3
74,74,1,1,1,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,10,0,LC3-p62,dATG7,HEK,No Torin,3
168,168,5,5,2,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,10,0,LC3-p62,dATG7,HEK,No Torin,3
90,90,3,3,3,LC3-p62_HEK_dATG7_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,10,0,LC3-p62,dATG7,HEK,No Torin,3
0,0,74,74,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,3,1,0,LC3-p62,dp62,HEK,Torin,2
0,0,90,90,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,3,1,0,LC3-p62,dp62,HEK,Torin,2
0,0,68,68,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,4,2,0,LC3-p62,dp62,HEK,Torin,2
0,0,73,73,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,4,2,0,LC3-p62,dp62,HEK,Torin,2
0,0,15,15,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,4,5,3,0,LC3-p62,dp62,HEK,Torin,2
0,0,58,58,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,4,5,3,0,LC3-p62,dp62,HEK,Torin,2
0,0,46,46,3,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,4,5,3,0,LC3-p62,dp62,HEK,Torin,2
0,0,22,22,4,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,4,5,3,0,LC3-p62,dp62,HEK,Torin,2
0,0,81,81,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,3,3,4,0,LC3-p62,dp62,HEK,Torin,2
0,0,50,50,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,3,3,4,0,LC3-p62,dp62,HEK,Torin,2
0,0,59,59,3,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,3,3,4,0,LC3-p62,dp62,HEK,Torin,2
0,0,55,55,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,2,5,0,LC3-p62,dp62,HEK,Torin,2
0,0,106,106,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,2,5,0,LC3-p62,dp62,HEK,Torin,2
0,0,34,34,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,3,4,6,0,LC3-p62,dp62,HEK,Torin,2
0,0,59,59,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,3,4,6,0,LC3-p62,dp62,HEK,Torin,2
0,0,64,64,3,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,3,4,6,0,LC3-p62,dp62,HEK,Torin,2
0,0,83,83,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,2,7,0,LC3-p62,dp62,HEK,Torin,2
0,0,79,79,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,2,7,0,LC3-p62,dp62,HEK,Torin,2
0,0,57,57,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,5,5,8,0,LC3-p62,dp62,HEK,Torin,2
0,0,15,15,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,5,5,8,0,LC3-p62,dp62,HEK,Torin,2
0,0,3,3,3,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,5,5,8,0,LC3-p62,dp62,HEK,Torin,2
0,0,4,4,4,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,5,5,8,0,LC3-p62,dp62,HEK,Torin,2
0,0,12,12,5,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,5,5,8,0,LC3-p62,dp62,HEK,Torin,2
0,0,59,59,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,2,9,0,LC3-p62,dp62,HEK,Torin,2
0,0,81,81,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,2,9,0,LC3-p62,dp62,HEK,Torin,2
0,0,63,63,1,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,2,10,0,LC3-p62,dp62,HEK,Torin,2
0,0,79,79,2,LC3-p62_HEK_dp62_Torin_10Pos_2_AiryscanProcessing.czi,2,2,10,0,LC3-p62,dp62,HEK,Torin,2
0,4,35,39,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,8,8,1,4,LC3-p62,WT,HEK,Torin,4
1,3,29,31,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,8,8,1,2,LC3-p62,WT,HEK,Torin,4
0,1,31,32,3,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,8,8,1,1,LC3-p62,WT,HEK,Torin,4
3,11,46,54,4,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,8,8,1,8,LC3-p62,WT,HEK,Torin,4
2,24,51,73,5,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,8,8,1,22,LC3-p62,WT,HEK,Torin,4
6,16,43,53,6,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,8,8,1,10,LC3-p62,WT,HEK,Torin,4
1,12,78,89,7,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,8,8,1,11,LC3-p62,WT,HEK,Torin,4
3,26,42,65,8,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,8,8,1,23,LC3-p62,WT,HEK,Torin,4
5,27,72,94,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,3,2,22,LC3-p62,WT,HEK,Torin,4
2,17,78,93,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,3,2,15,LC3-p62,WT,HEK,Torin,4
1,16,64,79,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,3,15,LC3-p62,WT,HEK,Torin,4
3,22,101,120,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,3,19,LC3-p62,WT,HEK,Torin,4
2,23,85,106,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,4,21,LC3-p62,WT,HEK,Torin,4
3,13,54,64,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,4,10,LC3-p62,WT,HEK,Torin,4
1,13,44,56,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,5,12,LC3-p62,WT,HEK,Torin,4
2,15,34,47,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,5,13,LC3-p62,WT,HEK,Torin,4
0,1,28,29,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,6,1,LC3-p62,WT,HEK,Torin,4
0,4,70,74,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,6,4,LC3-p62,WT,HEK,Torin,4
1,19,76,94,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,5,5,7,18,LC3-p62,WT,HEK,Torin,4
5,30,82,107,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,5,5,7,25,LC3-p62,WT,HEK,Torin,4
2,14,49,61,3,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,5,5,7,12,LC3-p62,WT,HEK,Torin,4
1,8,16,23,4,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,5,5,7,7,LC3-p62,WT,HEK,Torin,4
2,17,34,49,5,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,5,5,7,15,LC3-p62,WT,HEK,Torin,4
2,21,26,45,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,4,4,8,19,LC3-p62,WT,HEK,Torin,4
3,11,35,43,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,4,4,8,8,LC3-p62,WT,HEK,Torin,4
1,17,49,65,3,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,4,4,8,16,LC3-p62,WT,HEK,Torin,4
3,8,13,18,4,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,4,4,8,5,LC3-p62,WT,HEK,Torin,4
4,20,40,56,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,9,16,LC3-p62,WT,HEK,Torin,4
1,17,41,57,2,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,2,2,9,16,LC3-p62,WT,HEK,Torin,4
5,28,92,115,1,LC3-p62_HEK_WT_Torin_10Pos_4_AiryscanProcessing.czi,1,1,10,23,LC3-p62,WT,HEK,Torin,4
8,10,11,13,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,2,LC3-p62,dFIP200,HEK,Torin,2
10,11,12,13,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,1,1,LC3-p62,dFIP200,HEK,Torin,2
1,1,3,3,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,4,2,0,LC3-p62,dFIP200,HEK,Torin,2
1,1,4,4,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,4,2,0,LC3-p62,dFIP200,HEK,Torin,2
14,17,7,10,3,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,4,2,3,LC3-p62,dFIP200,HEK,Torin,2
17,18,19,20,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,5,3,1,LC3-p62,dFIP200,HEK,Torin,2
5,5,4,4,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,5,3,0,LC3-p62,dFIP200,HEK,Torin,2
4,4,8,8,3,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,3,5,3,0,LC3-p62,dFIP200,HEK,Torin,2
9,11,3,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,1,3,4,2,LC3-p62,dFIP200,HEK,Torin,2
3,3,0,0,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,4,5,0,LC3-p62,dFIP200,HEK,Torin,2
7,7,5,5,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,4,5,0,LC3-p62,dFIP200,HEK,Torin,2
3,4,3,4,3,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,4,5,1,LC3-p62,dFIP200,HEK,Torin,2
9,9,4,4,4,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,4,5,0,LC3-p62,dFIP200,HEK,Torin,2
18,19,1,2,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,6,1,LC3-p62,dFIP200,HEK,Torin,2
28,29,2,3,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,6,1,LC3-p62,dFIP200,HEK,Torin,2
9,9,12,12,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,1,1,7,0,LC3-p62,dFIP200,HEK,Torin,2
5,6,4,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,1,1,8,1,LC3-p62,dFIP200,HEK,Torin,2
8,8,7,7,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,9,0,LC3-p62,dFIP200,HEK,Torin,2
17,17,1,1,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,2,2,9,0,LC3-p62,dFIP200,HEK,Torin,2
2,2,5,5,1,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,5,10,0,LC3-p62,dFIP200,HEK,Torin,2
27,27,12,12,2,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,5,10,0,LC3-p62,dFIP200,HEK,Torin,2
7,8,5,6,3,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,5,10,1,LC3-p62,dFIP200,HEK,Torin,2
8,8,4,4,4,LC3-p62_HEK_dFIP200_Torin_10Pos_2_AiryscanProcessing.czi,4,5,10,0,LC3-p62,dFIP200,HEK,Torin,2
31,125,53,147,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,94,LC3-p62,dTMEM,HEK,No Torin,3
34,122,56,144,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,1,88,LC3-p62,dTMEM,HEK,No Torin,3
5,13,15,23,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,2,8,LC3-p62,dTMEM,HEK,No Torin,3
64,147,38,121,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,2,83,LC3-p62,dTMEM,HEK,No Torin,3
5,13,36,44,3,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,3,3,2,8,LC3-p62,dTMEM,HEK,No Torin,3
30,83,60,113,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,3,53,LC3-p62,dTMEM,HEK,No Torin,3
50,116,75,141,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,3,66,LC3-p62,dTMEM,HEK,No Torin,3
9,54,28,73,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,4,45,LC3-p62,dTMEM,HEK,No Torin,3
8,73,57,122,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,4,65,LC3-p62,dTMEM,HEK,No Torin,3
54,160,100,206,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,5,5,106,LC3-p62,dTMEM,HEK,No Torin,3
22,49,62,89,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,5,5,27,LC3-p62,dTMEM,HEK,No Torin,3
13,47,50,84,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,34,LC3-p62,dTMEM,HEK,No Torin,3
21,61,56,96,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,6,40,LC3-p62,dTMEM,HEK,No Torin,3
48,128,30,110,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,1,1,7,80,LC3-p62,dTMEM,HEK,No Torin,3
26,85,49,108,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,8,59,LC3-p62,dTMEM,HEK,No Torin,3
30,88,56,114,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,8,58,LC3-p62,dTMEM,HEK,No Torin,3
6,33,90,117,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,9,27,LC3-p62,dTMEM,HEK,No Torin,3
6,46,77,117,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,2,9,40,LC3-p62,dTMEM,HEK,No Torin,3
46,86,9,49,1,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,5,10,40,LC3-p62,dTMEM,HEK,No Torin,3
78,158,32,112,2,LC3-p62_HEK_dTMEM_No Torin_10Pos_3_AiryscanProcessing.czi,2,5,10,80,LC3-p62,dTMEM,HEK,No Torin,3
